## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/Progeny/RNAseq/sorted_bam/483_sc_01_B6-1_366_211_S58_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/Progeny/RNAseq/sorted_bam/483_sc_01_B6-1_366_211_S58_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=483_sc_01_B6-1_366_211_S58_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Sep 27 11:23:53 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	598098	14395702	4634465	0	404562	2644173	129731	0.193705	35559877

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
74.0	3.025979	6	0	7
75.0	3.025979	12	0	12
76.0	3.025979	12	0	13
77.0	3.025979	10	0	10
78.0	3.025979	9	0	1
79.0	3.025979	5	0	9
80.0	3.025979	7	0	6
81.0	3.025979	6	0	11
82.0	3.025979	5	0	5
83.0	3.025979	15	0	14
84.0	3.025979	10	0	10
85.0	3.025979	8	0	4
86.0	3.025979	6	0	4
87.0	3.025979	4	0	1
88.0	3.025979	3	0	7
89.0	3.025979	6	0	6
90.0	3.025979	4	0	5
91.0	3.025979	5	0	4
92.0	3.025979	4	0	5
93.0	3.025979	3	0	4
94.0	3.025979	7	0	5
95.0	3.025979	4	0	1
96.0	3.025979	4	0	7
97.0	3.025979	5	0	1
98.0	3.025979	2	0	4
99.0	3.025979	1	0	4
100.0	3.025979	1	0	1
101.0	0	4	0	2
102.0	0	2	0	4
103.0	0	3	0	3
104.0	0	3	0	4
105.0	0	4	0	0
106.0	0	0	0	2
107.0	0	4	0	2
108.0	0	2	0	2
109.0	0	3	0	2
110.0	0	1	0	4
111.0	0	5	0	4
112.0	0	4	0	5
113.0	0	6	0	5
114.0	0	0	0	1
115.0	0	4	0	1
117.0	0	2	0	6
118.0	0	4	0	3
119.0	0	3	0	1
120.0	0	2	0	0
121.0	0	0	0	2
122.0	0	3	0	4
123.0	0	5	0	3
125.0	0	1	0	2
126.0	0	2	0	3
127.0	0	1	0	1
128.0	0	3	0	2
129.0	0	2	0	3
130.0	0	2	0	0
131.0	0	0	0	1
132.0	0	1	0	0
133.0	0	0	0	2
134.0	0	4	0	4
135.0	0	2	0	0
137.0	0	1	0	2
138.0	0	3	0	1
139.0	0	0	0	1
140.0	0	1	0	3
141.0	0	2	0	1
142.0	0	1	0	0
143.0	0	2	0	2
144.0	0	2	0	4
145.0	0	2	0	0
146.0	0	0	0	4
147.0	0	1	0	0
148.0	0	4	0	0
149.0	0	2	0	3
150.0	0	2	0	3
151.0	0	1	0	0
152.0	0	1	0	0
153.0	0	1	0	3
154.0	0	2	0	0
155.0	0	0	0	2
156.0	0	0	0	1
157.0	0	2	0	1
158.0	0	2	0	1
160.0	0	1	0	1
161.0	0	1	0	1
162.0	0	1	0	2
163.0	0	1	0	0
165.0	0	1	0	1
166.0	0	1	0	1
167.0	0	0	0	1
168.0	0	1	0	2
169.0	0	1	0	2
171.0	0	2	0	1
172.0	0	2	0	1
173.0	0	2	0	0
175.0	0	1	0	1
177.0	0	1	0	1
178.0	0	1	0	2
179.0	0	0	0	2
180.0	0	2	0	0
182.0	0	0	0	1
184.0	0	2	0	0
186.0	0	0	0	1
187.0	0	0	0	1
188.0	0	1	0	1
189.0	0	2	0	2
190.0	0	1	0	0
191.0	0	1	0	0
193.0	0	0	0	1
195.0	0	0	0	1
196.0	0	1	0	0
198.0	0	1	0	1
199.0	0	0	0	1
201.0	0	1	0	0
203.0	0	1	0	0
204.0	0	0	0	2
206.0	0	2	0	0
208.0	0	0	0	1
211.0	0	0	0	1
212.0	0	1	0	0
214.0	0	1	0	0
215.0	0	0	0	1
217.0	0	0	0	2
218.0	0	1	0	2
219.0	0	1	0	0
220.0	0	1	0	1
221.0	0	1	0	0
222.0	0	1	0	1
223.0	0	0	0	1
224.0	0	1	0	0
226.0	0	2	0	0
228.0	0	0	0	1
230.0	0	1	0	0
232.0	0	0	0	1
234.0	0	0	0	1
235.0	0	1	0	1
237.0	0	2	0	0
246.0	0	0	0	1
249.0	0	1	0	1
251.0	0	1	0	0
254.0	0	1	0	1
257.0	0	0	0	1
260.0	0	1	0	0
263.0	0	0	0	1
264.0	0	1	0	0
265.0	0	0	0	1
266.0	0	1	0	1
271.0	0	1	0	0
293.0	0	1	0	1
301.0	0	0	0	1
306.0	0	2	0	1
313.0	0	0	0	1
317.0	0	1	0	0
319.0	0	0	0	1
321.0	0	1	0	0
331.0	0	0	0	1
335.0	0	1	0	0
344.0	0	0	0	1
346.0	0	1	0	0
374.0	0	0	0	1
375.0	0	0	0	1
377.0	0	1	0	1
378.0	0	1	0	0
383.0	0	1	0	0
387.0	0	0	0	1
388.0	0	1	0	0
391.0	0	1	0	1
462.0	0	1	0	1
519.0	0	0	0	1
520.0	0	1	0	0
908.0	0	1	0	1

