## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-6-21_250_327_S22_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-6-21_250_327_S22_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=244-1-chu-02-B7-6-6-21_250_327_S22_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 22 15:38:53 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	396673	14776592	5404283	0	308381	4058811	159389	0.281337	22269998

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
123.0	0	7	0	4
124.0	0	5	0	6
125.0	0	8	0	6
126.0	0	6	0	3
127.0	0	5	0	8
128.0	0	5	0	8
129.0	0	12	0	6
130.0	0	4	0	2
131.0	0	4	0	5
132.0	0	1	0	5
133.0	0	3	0	2
134.0	0	4	0	4
135.0	0	4	0	1
136.0	0	1	0	3
137.0	0	4	0	6
138.0	0	7	0	4
139.0	0	3	0	2
140.0	0	1	0	6
141.0	0	8	0	5
142.0	0	6	0	6
143.0	0	4	0	3
144.0	0	0	0	1
145.0	0	3	0	1
146.0	0	3	0	2
147.0	0	2	0	3
148.0	0	3	0	3
149.0	0	2	0	7
150.0	0	2	0	2
151.0	0	4	0	2
152.0	0	3	0	2
153.0	0	1	0	1
154.0	0	1	0	4
155.0	0	5	0	2
156.0	0	2	0	1
157.0	0	0	0	1
158.0	0	6	0	7
159.0	0	5	0	4
160.0	0	4	0	4
161.0	0	1	0	2
162.0	0	3	0	3
163.0	0	2	0	3
164.0	0	2	0	0
165.0	0	2	0	1
166.0	0	0	0	2
167.0	0	5	0	2
168.0	0	2	0	1
170.0	0	1	0	3
171.0	0	1	0	4
172.0	0	4	0	1
173.0	0	3	0	5
174.0	0	6	0	4
175.0	0	0	0	2
176.0	0	4	0	0
177.0	0	1	0	1
178.0	0	1	0	1
179.0	0	0	0	2
180.0	0	1	0	3
181.0	0	5	0	8
182.0	0	5	0	0
183.0	0	1	0	1
184.0	0	2	0	3
185.0	0	1	0	1
186.0	0	1	0	1
187.0	0	2	0	0
188.0	0	2	0	0
189.0	0	0	0	2
190.0	0	2	0	1
191.0	0	2	0	1
192.0	0	0	0	2
193.0	0	2	0	4
194.0	0	3	0	1
195.0	0	1	0	0
198.0	0	1	0	1
199.0	0	1	0	1
200.0	0	2	0	3
201.0	0	1	0	2
202.0	0	3	0	1
204.0	0	0	0	4
205.0	0	5	0	3
206.0	0	3	0	2
207.0	0	3	0	1
208.0	0	0	0	2
209.0	0	2	0	1
210.0	0	0	0	1
212.0	0	1	0	0
213.0	0	1	0	0
214.0	0	0	0	4
215.0	0	0	0	1
216.0	0	2	0	1
217.0	0	2	0	0
218.0	0	1	0	1
219.0	0	1	0	0
220.0	0	0	0	1
221.0	0	1	0	1
222.0	0	0	0	1
223.0	0	3	0	2
225.0	0	1	0	0
227.0	0	1	0	0
229.0	0	1	0	2
230.0	0	3	0	3
232.0	0	1	0	1
233.0	0	1	0	0
234.0	0	1	0	3
235.0	0	1	0	1
237.0	0	1	0	1
238.0	0	2	0	1
239.0	0	0	0	1
240.0	0	1	0	1
242.0	0	2	0	1
243.0	0	0	0	1
244.0	0	1	0	3
245.0	0	1	0	3
246.0	0	4	0	2
247.0	0	2	0	0
248.0	0	1	0	0
249.0	0	1	0	0
250.0	0	0	0	1
251.0	0	0	0	1
252.0	0	1	0	0
253.0	0	0	0	1
254.0	0	1	0	0
255.0	0	1	0	0
261.0	0	1	0	2
264.0	0	1	0	0
271.0	0	0	0	1
272.0	0	1	0	0
274.0	0	1	0	1
276.0	0	1	0	1
277.0	0	1	0	3
279.0	0	0	0	1
280.0	0	0	0	1
281.0	0	2	0	1
282.0	0	3	0	1
283.0	0	2	0	1
287.0	0	1	0	2
288.0	0	1	0	1
290.0	0	0	0	1
291.0	0	0	0	1
292.0	0	2	0	1
293.0	0	0	0	1
294.0	0	2	0	1
295.0	0	0	0	1
297.0	0	2	0	0
298.0	0	1	0	0
303.0	0	0	0	1
305.0	0	1	0	1
306.0	0	1	0	0
310.0	0	0	0	1
311.0	0	1	0	1
313.0	0	2	0	1
316.0	0	1	0	1
323.0	0	1	0	1
325.0	0	0	0	2
328.0	0	1	0	0
330.0	0	1	0	0
336.0	0	0	0	1
338.0	0	1	0	1
339.0	0	1	0	1
342.0	0	1	0	2
343.0	0	1	0	1
346.0	0	1	0	0
347.0	0	0	0	1
349.0	0	1	0	0
354.0	0	1	0	0
371.0	0	1	0	1
393.0	0	0	0	1
396.0	0	1	0	0
397.0	0	0	0	1
398.0	0	1	0	0
412.0	0	0	0	1
413.0	0	1	0	0
415.0	0	0	0	1
416.0	0	1	0	0
432.0	0	1	0	1
447.0	0	0	0	1
449.0	0	2	0	1
461.0	0	0	0	1
462.0	0	1	0	0
476.0	0	0	0	1
483.0	0	1	0	0
510.0	0	0	0	1
520.0	0	1	0	0
533.0	0	1	0	1
545.0	0	0	0	1
552.0	0	1	0	0
560.0	0	0	0	1
564.0	0	1	0	0
576.0	0	1	0	1
607.0	0	2	0	2
641.0	0	0	0	1
643.0	0	1	0	0
671.0	0	1	0	1
962.0	0	0	0	1
963.0	0	1	0	0
1039.0	0	0	0	1
1040.0	0	1	0	0
1059.0	0	1	0	1
1142.0	0	0	0	1
1151.0	0	1	0	0
1241.0	0	0	0	1
1244.0	0	1	0	0
1325.0	0	0	0	1
1329.0	0	1	0	0
1765.0	0	0	0	1
1767.0	0	1	0	0
2298.0	0	0	0	1
2299.0	0	1	0	0
2822.0	0	0	0	1
2829.0	0	1	0	0
4294.0	0	0	0	1
4304.0	0	1	0	0

