## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-15-21_214_363_S25_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-15-21_214_363_S25_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=244-1-chu-02-B7-6-15-21_214_363_S25_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 22 15:38:51 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	655636	20145039	5981406	0	478588	4280602	208962	0.220775	41906609

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
182.0	0	1	0	1
183.0	0	1	0	1
185.0	0	1	0	1
186.0	0	1	0	0
187.0	0	0	0	1
189.0	0	1	0	0
191.0	0	1	0	1
194.0	0	1	0	1
197.0	0	1	0	1
198.0	0	0	0	1
199.0	0	2	0	2
200.0	0	0	0	1
202.0	0	1	0	0
203.0	0	1	0	0
206.0	0	1	0	1
207.0	0	1	0	1
209.0	0	2	0	3
211.0	0	0	0	1
212.0	0	1	0	0
214.0	0	1	0	0
215.0	0	0	0	1
218.0	0	0	0	1
219.0	0	1	0	0
220.0	0	1	0	0
223.0	0	0	0	1
226.0	0	1	0	0
233.0	0	0	0	1
236.0	0	1	0	0
241.0	0	0	0	1
242.0	0	2	0	3
244.0	0	1	0	1
245.0	0	1	0	0
246.0	0	1	0	0
249.0	0	0	0	2
251.0	0	2	0	0
262.0	0	0	0	2
265.0	0	2	0	0
269.0	0	0	0	1
271.0	0	1	0	0
274.0	0	0	0	1
280.0	0	1	0	0
285.0	0	0	0	1
287.0	0	0	0	1
291.0	0	1	0	0
292.0	0	1	0	0
300.0	0	0	0	1
303.0	0	1	0	1
305.0	0	1	0	0
314.0	0	0	0	1
318.0	0	2	0	1
337.0	0	0	0	1
340.0	0	0	0	1
343.0	0	1	0	0
347.0	0	1	0	0
353.0	0	0	0	1
356.0	0	0	0	1
358.0	0	1	0	0
362.0	0	1	0	0
376.0	0	0	0	1
379.0	0	1	0	0
401.0	0	0	0	1
406.0	0	1	0	0
417.0	0	1	0	1
472.0	0	1	0	1
490.0	0	0	0	1
494.0	0	1	0	0
525.0	0	0	0	1
529.0	0	1	0	0
557.0	0	0	0	1
558.0	0	1	0	0
596.0	0	0	0	1
602.0	0	1	0	0
606.0	0	0	0	1
612.0	0	1	0	0
923.0	0	1	0	1

