## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-11-21_226_351_S24_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-11-21_226_351_S24_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=244-1-chu-02-B7-6-11-21_226_351_S24_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 22 15:38:51 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	524342	18563277	5575935	0	385112	3939465	192746	0.219491	38678324

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
76.0	2.644887	6	0	8
77.0	2.644887	7	0	9
78.0	2.644887	15	0	12
79.0	2.644887	6	0	3
80.0	2.644887	5	0	5
81.0	2.644887	5	0	7
82.0	2.644887	4	0	5
83.0	2.644887	6	0	10
84.0	2.644887	5	0	5
85.0	2.644887	13	0	11
86.0	2.644887	6	0	5
87.0	2.644887	8	0	9
88.0	2.644887	8	0	4
89.0	2.644887	11	0	11
90.0	2.644887	5	0	5
91.0	2.644887	5	0	3
92.0	2.644887	5	0	6
93.0	2.644887	3	0	7
94.0	2.644887	10	0	7
95.0	2.644887	5	0	5
96.0	2.644887	4	0	4
97.0	2.644887	4	0	5
98.0	2.644887	3	0	3
99.0	2.644887	2	0	4
100.0	2.644887	4	0	4
101.0	0	4	0	1
102.0	0	5	0	5
103.0	0	4	0	3
104.0	0	5	0	5
105.0	0	4	0	3
106.0	0	2	0	3
107.0	0	6	0	4
108.0	0	1	0	3
109.0	0	3	0	4
110.0	0	5	0	4
111.0	0	4	0	1
112.0	0	2	0	4
113.0	0	2	0	3
114.0	0	1	0	2
115.0	0	4	0	1
116.0	0	1	0	2
117.0	0	2	0	1
118.0	0	1	0	0
120.0	0	0	0	1
121.0	0	0	0	4
122.0	0	1	0	0
123.0	0	3	0	2
124.0	0	2	0	0
125.0	0	4	0	5
126.0	0	2	0	2
127.0	0	2	0	4
128.0	0	3	0	3
129.0	0	1	0	1
130.0	0	3	0	2
131.0	0	0	0	3
132.0	0	2	0	0
133.0	0	2	0	0
134.0	0	1	0	0
135.0	0	1	0	0
137.0	0	0	0	1
138.0	0	1	0	0
139.0	0	1	0	2
140.0	0	1	0	1
141.0	0	3	0	2
143.0	0	0	0	1
145.0	0	1	0	1
146.0	0	2	0	2
147.0	0	1	0	2
148.0	0	0	0	1
151.0	0	2	0	2
152.0	0	3	0	2
153.0	0	2	0	2
155.0	0	2	0	3
156.0	0	0	0	1
157.0	0	3	0	0
158.0	0	0	0	1
159.0	0	2	0	0
163.0	0	0	0	1
164.0	0	1	0	1
165.0	0	1	0	0
167.0	0	1	0	1
168.0	0	0	0	1
169.0	0	1	0	0
171.0	0	0	0	1
172.0	0	0	0	1
173.0	0	1	0	0
174.0	0	1	0	0
176.0	0	0	0	1
177.0	0	0	0	1
178.0	0	2	0	0
179.0	0	1	0	2
181.0	0	1	0	0
184.0	0	1	0	1
187.0	0	0	0	1
190.0	0	0	0	1
191.0	0	2	0	0
194.0	0	0	0	3
195.0	0	2	0	0
196.0	0	1	0	0
198.0	0	0	0	1
199.0	0	0	0	1
201.0	0	2	0	1
203.0	0	1	0	1
204.0	0	1	0	1
205.0	0	1	0	2
207.0	0	0	0	1
208.0	0	2	0	1
209.0	0	1	0	0
210.0	0	1	0	0
214.0	0	0	0	1
215.0	0	1	0	0
216.0	0	0	0	1
217.0	0	1	0	0
218.0	0	0	0	1
220.0	0	0	0	1
224.0	0	2	0	1
226.0	0	1	0	0
227.0	0	0	0	1
228.0	0	1	0	0
230.0	0	0	0	1
233.0	0	1	0	0
238.0	0	0	0	1
240.0	0	1	0	0
248.0	0	0	0	1
249.0	0	1	0	0
262.0	0	0	0	1
265.0	0	1	0	0
266.0	0	0	0	1
269.0	0	1	0	0
286.0	0	0	0	1
287.0	0	1	0	0
290.0	0	0	0	1
291.0	0	1	0	0
300.0	0	0	0	1
305.0	0	1	0	1
306.0	0	1	0	0
324.0	0	0	0	1
325.0	0	0	0	1
327.0	0	1	0	0
333.0	0	2	0	1
341.0	0	1	0	1
352.0	0	1	0	2
353.0	0	1	0	0
373.0	0	0	0	1
374.0	0	1	0	0
393.0	0	0	0	1
394.0	0	1	0	0
415.0	0	1	0	1
449.0	0	1	0	1
451.0	0	0	0	1
456.0	0	1	0	0
458.0	0	1	0	1
465.0	0	0	0	1
469.0	0	1	0	0
621.0	0	0	0	1
628.0	0	1	0	0
778.0	0	0	0	1
779.0	0	1	0	0
935.0	0	1	0	1
1414.0	0	0	0	1
1419.0	0	1	0	0

