## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-9-21_238_339_S23_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-9-21_238_339_S23_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=244-1-chu-02-B7-6-9-21_238_339_S23_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 22 15:38:51 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	524783	18543507	5305948	0	372834	3770694	206967	0.210419	40839949

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
132.0	0	1	0	0
133.0	0	1	0	2
134.0	0	1	0	0
135.0	0	1	0	2
136.0	0	2	0	0
138.0	0	0	0	1
140.0	0	1	0	0
141.0	0	0	0	3
142.0	0	2	0	0
143.0	0	1	0	1
144.0	0	1	0	1
145.0	0	3	0	2
152.0	0	0	0	3
153.0	0	2	0	1
154.0	0	2	0	0
156.0	0	1	0	1
159.0	0	0	0	1
160.0	0	0	0	1
162.0	0	1	0	0
164.0	0	2	0	1
166.0	0	0	0	1
167.0	0	1	0	2
168.0	0	0	0	1
169.0	0	3	0	0
173.0	0	1	0	1
175.0	0	1	0	2
176.0	0	1	0	1
177.0	0	0	0	1
178.0	0	2	0	1
179.0	0	1	0	2
180.0	0	1	0	1
181.0	0	1	0	2
182.0	0	2	0	0
183.0	0	0	0	1
184.0	0	1	0	0
185.0	0	1	0	1
188.0	0	1	0	0
190.0	0	0	0	1
198.0	0	1	0	0
205.0	0	0	0	1
206.0	0	0	0	1
207.0	0	0	0	1
209.0	0	1	0	0
210.0	0	1	0	0
211.0	0	1	0	0
213.0	0	0	0	1
215.0	0	1	0	0
221.0	0	0	0	1
222.0	0	1	0	0
226.0	0	0	0	1
227.0	0	1	0	1
228.0	0	2	0	1
230.0	0	0	0	1
232.0	0	0	0	1
233.0	0	1	0	0
235.0	0	1	0	0
244.0	0	0	0	1
245.0	0	1	0	0
249.0	0	0	0	1
251.0	0	1	0	0
253.0	0	1	0	1
254.0	0	0	0	1
256.0	0	1	0	0
270.0	0	1	0	1
273.0	0	1	0	1
286.0	0	0	0	1
290.0	0	1	0	0
310.0	0	0	0	1
313.0	0	1	0	0
321.0	0	0	0	1
323.0	0	1	0	0
355.0	0	0	0	1
358.0	0	1	0	0
413.0	0	0	0	1
415.0	0	1	0	0
509.0	0	0	0	1
511.0	0	1	0	0
528.0	0	0	0	1
535.0	0	1	0	0
546.0	0	1	0	1
903.0	0	0	0	1
905.0	0	1	0	0

